,DATE,HourlyWindSpeed,HourlyPrecipitation
2246,2012-03-24 23:51:00,6.0,0.01
2249,2012-03-25 00:16:00,10.0,0.01
2250,2012-03-25 00:23:00,8.0,0.06
2251,2012-03-25 00:31:00,10.0,0.06
2252,2012-03-25 00:51:00,11.0,0.06
2339,2012-03-28 12:51:00,3.0,0.01
2347,2012-03-28 21:51:00,5.0,0.01
2391,2012-03-30 22:51:00,0.0,0.01
2392,2012-03-30 23:51:00,6.0,0.07
2394,2012-03-31 00:17:00,0.0,0.06
2395,2012-03-31 00:28:00,9.0,0.11
2396,2012-03-31 00:43:00,8.0,0.18
2397,2012-03-31 00:51:00,5.0,0.18
2399,2012-03-31 02:51:00,9.0,0.02
2400,2012-03-31 03:51:00,5.0,0.05
2403,2012-03-31 04:51:00,8.0,0.02
2406,2012-03-31 06:51:00,8.0,0.01
2411,2012-03-31 09:25:00,10.0,0.01
2412,2012-03-31 09:51:00,8.0,0.01
2452,2012-04-01 16:51:00,8.0,0.05
2453,2012-04-01 17:51:00,0.0,0.17
2454,2012-04-01 18:51:00,0.0,0.05
2455,2012-04-01 19:51:00,3.0,0.01
2458,2012-04-01 21:51:00,0.0,0.04
2459,2012-04-01 22:01:00,0.0,0.01
2460,2012-04-01 22:10:00,0.0,0.03
2461,2012-04-01 22:13:00,0.0,0.04
2462,2012-04-01 22:25:00,0.0,0.04
2463,2012-04-01 22:32:00,0.0,0.05
2464,2012-04-01 22:41:00,0.0,0.05
2465,2012-04-01 22:51:00,0.0,0.05
2466,2012-04-01 23:00:00,0.0,0.02
2467,2012-04-01 23:34:00,5.0,0.11
2468,2012-04-01 23:51:00,3.0,0.13
2470,2012-04-02 00:13:00,5.0,0.02
2471,2012-04-02 00:18:00,5.0,0.02
2472,2012-04-02 00:51:00,0.0,0.05
2840,2012-04-18 22:51:00,0.0,0.01
2843,2012-04-19 00:51:00,7.0,0.02
2844,2012-04-19 01:51:00,0.0,0.02
2921,2012-04-21 22:26:00,22.0,0.02
2922,2012-04-21 22:46:00,9.0,0.12
2924,2012-04-21 23:27:00,9.0,0.1
2925,2012-04-21 23:51:00,6.0,0.1
2937,2012-04-22 10:51:00,6.0,0.06
2938,2012-04-22 11:51:00,6.0,0.03
2939,2012-04-22 12:26:00,8.0,0.04
2940,2012-04-22 12:51:00,8.0,0.09
2941,2012-04-22 13:19:00,10.0,0.06
2942,2012-04-22 13:37:00,11.0,0.08
2943,2012-04-22 13:51:00,7.0,0.09
2944,2012-04-22 14:13:00,9.0,0.05
2945,2012-04-22 14:24:00,8.0,0.1
2946,2012-04-22 14:37:00,8.0,0.12
2947,2012-04-22 14:51:00,10.0,0.14
2948,2012-04-22 15:21:00,10.0,0.03
2949,2012-04-22 16:05:00,7.0,0.02
2950,2012-04-22 16:51:00,9.0,0.1
2951,2012-04-22 17:41:00,10.0,0.08
2952,2012-04-22 17:51:00,10.0,0.11
2953,2012-04-22 18:07:00,11.0,0.07
2954,2012-04-22 18:28:00,13.0,0.18
2955,2012-04-22 18:51:00,11.0,0.26
2956,2012-04-22 19:23:00,11.0,0.07
2957,2012-04-22 19:37:00,13.0,0.15
2958,2012-04-22 19:51:00,11.0,0.23
2959,2012-04-22 20:35:00,13.0,0.27
2960,2012-04-22 20:43:00,14.0,0.31
2961,2012-04-22 21:51:00,14.0,0.33
2962,2012-04-22 22:51:00,14.0,0.49
2963,2012-04-22 23:33:00,13.0,0.1
2964,2012-04-22 23:51:00,13.0,0.11
2966,2012-04-23 00:02:00,7.0,0.02
2967,2012-04-23 00:31:00,8.0,0.09
2968,2012-04-23 00:51:00,11.0,0.11
2969,2012-04-23 01:31:00,8.0,0.02
2970,2012-04-23 01:51:00,7.0,0.03
2972,2012-04-23 02:21:00,7.0,0.01
2973,2012-04-23 02:51:00,7.0,0.05
2974,2012-04-23 03:18:00,6.0,0.02
2975,2012-04-23 03:25:00,7.0,0.02
2976,2012-04-23 03:36:00,6.0,0.02
2977,2012-04-23 03:51:00,9.0,0.03
2978,2012-04-23 04:51:00,8.0,0.01
2980,2012-04-23 05:51:00,6.0,0.01
3071,2012-04-26 14:43:00,3.0,0.01
3072,2012-04-26 14:47:00,6.0,0.01
3073,2012-04-26 14:51:00,3.0,0.01
3074,2012-04-26 15:18:00,0.0,0.01
3075,2012-04-26 15:51:00,10.0,0.02
3092,2012-04-27 00:26:00,7.0,0.04
3093,2012-04-27 00:46:00,3.0,0.04
3094,2012-04-27 00:51:00,8.0,0.04
3183,2012-05-01 04:16:00,5.0,0.06
3184,2012-05-01 04:26:00,5.0,0.08
3185,2012-05-01 04:51:00,0.0,0.13
3186,2012-05-01 05:19:00,5.0,0.17
3187,2012-05-01 05:30:00,6.0,0.25
3188,2012-05-01 05:51:00,5.0,0.34
3189,2012-05-01 06:05:00,9.0,0.02
3190,2012-05-01 06:14:00,3.0,0.05
3191,2012-05-01 06:21:00,6.0,0.06
3192,2012-05-01 06:32:00,7.0,0.07
3193,2012-05-01 06:51:00,3.0,0.11
3194,2012-05-01 07:51:00,5.0,0.03
3195,2012-05-01 08:12:00,5.0,0.01
3196,2012-05-01 08:51:00,3.0,0.01
3233,2012-05-02 08:51:00,8.0,0.01
3234,2012-05-02 09:51:00,6.0,0.01
3236,2012-05-02 10:51:00,3.0,0.01
3240,2012-05-02 12:33:00,0.0,0.01
3241,2012-05-02 12:51:00,6.0,0.02
3243,2012-05-02 13:37:00,3.0,0.01
3244,2012-05-02 13:51:00,6.0,0.01
3245,2012-05-02 14:01:00,5.0,0.02
3246,2012-05-02 14:11:00,7.0,0.02
3247,2012-05-02 14:18:00,7.0,0.02
3248,2012-05-02 14:51:00,7.0,0.02
3260,2012-05-03 01:05:00,5.0,0.02
3261,2012-05-03 01:19:00,3.0,0.22
3262,2012-05-03 01:34:00,3.0,0.34
3263,2012-05-03 01:46:00,3.0,0.4
3264,2012-05-03 01:51:00,5.0,0.41
3265,2012-05-03 02:00:00,7.0,0.02
3266,2012-05-03 02:19:00,0.0,0.05
3267,2012-05-03 02:29:00,3.0,0.06
3268,2012-05-03 02:36:00,6.0,0.06
3269,2012-05-03 02:51:00,0.0,0.06
3310,2012-05-04 04:48:00,3.0,0.01
3311,2012-05-04 04:51:00,3.0,0.01
3313,2012-05-04 05:13:00,5.0,0.06
3314,2012-05-04 05:23:00,0.0,0.09
3315,2012-05-04 05:33:00,0.0,0.09
3316,2012-05-04 05:40:00,3.0,0.09
3317,2012-05-04 05:51:00,3.0,0.09
3428,2012-05-07 17:51:00,7.0,0.01
3448,2012-05-08 19:51:00,5.0,0.02
3450,2012-05-08 21:51:00,0.0,0.01
3453,2012-05-09 00:51:00,0.0,0.03
3454,2012-05-09 01:36:00,0.0,0.03
3455,2012-05-09 01:51:00,0.0,0.03
3458,2012-05-09 05:44:00,0.0,0.02
3459,2012-05-09 05:51:00,3.0,0.04
3460,2012-05-09 06:00:00,6.0,0.03
3461,2012-05-09 06:28:00,6.0,0.07
3462,2012-05-09 06:51:00,6.0,0.09
3463,2012-05-09 07:35:00,6.0,0.02
3464,2012-05-09 07:51:00,3.0,0.03
3465,2012-05-09 08:13:00,6.0,0.02
3466,2012-05-09 08:51:00,0.0,0.03
3488,2012-05-09 22:05:00,3.0,0.02
3489,2012-05-09 22:41:00,3.0,0.06
3490,2012-05-09 23:51:00,3.0,0.01
3493,2012-05-10 00:34:00,0.0,0.02
3494,2012-05-10 00:51:00,0.0,0.02
3495,2012-05-10 03:51:00,3.0,0.03
3496,2012-05-10 04:05:00,3.0,0.01
3497,2012-05-10 04:51:00,5.0,0.04
3615,2012-05-15 06:51:00,6.0,0.01
3619,2012-05-15 10:31:00,7.0,0.03
3620,2012-05-15 10:51:00,7.0,0.06
3621,2012-05-15 11:03:00,7.0,0.03
3622,2012-05-15 12:51:00,3.0,0.03
3623,2012-05-15 13:34:00,3.0,0.22
3624,2012-05-15 14:11:00,3.0,0.04
3625,2012-05-15 14:21:00,6.0,0.04
3626,2012-05-15 14:31:00,7.0,0.05
3627,2012-05-15 14:51:00,3.0,0.05
3643,2012-05-15 21:13:00,0.0,0.01
3653,2012-05-16 02:51:00,0.0,0.02
3654,2012-05-16 03:16:00,0.0,0.01
3655,2012-05-16 03:51:00,3.0,0.03
3656,2012-05-16 04:11:00,0.0,0.01
3657,2012-05-16 04:46:00,3.0,0.02
3658,2012-05-16 05:09:00,0.0,0.01
3659,2012-05-16 05:14:00,3.0,0.01
3660,2012-05-16 05:51:00,0.0,0.01
3661,2012-05-16 06:41:00,0.0,0.01
3662,2012-05-16 06:51:00,0.0,0.01
3794,2012-05-21 07:35:00,5.0,0.01
3795,2012-05-21 07:51:00,10.0,0.02
3796,2012-05-21 08:09:00,9.0,0.14
3797,2012-05-21 08:22:00,3.0,0.3
3798,2012-05-21 08:38:00,13.0,0.52
3799,2012-05-21 08:51:00,7.0,0.56
3800,2012-05-21 09:00:00,7.0,0.02
3801,2012-05-21 09:09:00,8.0,0.06
3802,2012-05-21 09:32:00,8.0,0.1
3803,2012-05-21 09:36:00,7.0,0.12
3804,2012-05-21 09:42:00,10.0,0.15
3805,2012-05-21 09:48:00,11.0,0.16
3806,2012-05-21 09:51:00,10.0,0.16
3807,2012-05-21 10:51:00,9.0,0.32
3808,2012-05-21 11:51:00,10.0,0.03
3809,2012-05-21 12:12:00,10.0,0.02
3810,2012-05-21 12:22:00,10.0,0.05
3811,2012-05-21 12:46:00,10.0,0.06
3812,2012-05-21 12:51:00,9.0,0.09
3813,2012-05-21 13:07:00,9.0,0.03
3814,2012-05-21 13:33:00,9.0,0.04
3815,2012-05-21 13:51:00,10.0,0.04
3822,2012-05-21 16:51:00,3.0,0.01
3826,2012-05-21 18:44:00,5.0,0.01
3827,2012-05-21 18:51:00,6.0,0.01
3830,2012-05-21 20:51:00,8.0,0.01
3831,2012-05-21 21:29:00,6.0,0.04
3832,2012-05-21 21:41:00,8.0,0.08
3833,2012-05-21 21:51:00,5.0,0.1
3834,2012-05-21 22:51:00,3.0,0.05
3841,2012-05-22 00:51:00,7.0,0.01
3842,2012-05-22 01:47:00,8.0,0.04
3843,2012-05-22 02:10:00,3.0,0.01
3844,2012-05-22 02:28:00,6.0,0.02
3845,2012-05-22 03:51:00,7.0,0.05
3846,2012-05-22 04:03:00,7.0,0.01
3847,2012-05-22 04:51:00,5.0,0.04
3848,2012-05-22 05:51:00,6.0,0.01
3850,2012-05-22 06:26:00,5.0,0.01
3851,2012-05-22 06:40:00,9.0,0.02
3852,2012-05-22 06:51:00,8.0,0.02
3853,2012-05-22 07:51:00,9.0,0.01
3881,2012-05-23 04:51:00,3.0,0.03
3915,2012-05-24 03:51:00,3.0,0.01
3916,2012-05-24 04:40:00,5.0,0.02
3917,2012-05-24 04:51:00,3.0,0.02
3925,2012-05-24 08:04:00,5.0,0.01
3926,2012-05-24 08:51:00,5.0,0.01
3929,2012-05-24 09:51:00,0.0,0.01
3931,2012-05-24 10:30:00,3.0,0.06
3932,2012-05-24 10:38:00,3.0,0.25
3933,2012-05-24 10:48:00,8.0,0.42
3934,2012-05-24 10:51:00,3.0,0.47
3935,2012-05-24 11:05:00,3.0,0.06
3936,2012-05-24 11:21:00,5.0,0.07
3937,2012-05-24 11:49:00,6.0,0.07
3938,2012-05-24 11:51:00,5.0,0.07
3939,2012-05-24 12:46:00,8.0,0.09
3940,2012-05-24 12:51:00,7.0,0.09
3941,2012-05-24 13:18:00,5.0,0.03
3945,2012-05-24 17:04:00,3.0,0.02
3946,2012-05-24 17:15:00,6.0,0.04
3947,2012-05-24 17:51:00,6.0,0.04
3948,2012-05-24 18:00:00,3.0,0.04
3949,2012-05-24 18:17:00,7.0,0.17
3950,2012-05-24 18:51:00,5.0,0.17
3952,2012-05-24 19:36:00,5.0,0.01
4014,2012-05-26 16:51:00,0.0,0.02
4028,2012-05-27 06:27:00,3.0,0.04
4029,2012-05-27 06:40:00,3.0,0.05
4030,2012-05-27 06:51:00,7.0,0.05
4089,2012-05-29 20:28:00,0.0,0.17
4090,2012-05-29 21:51:00,3.0,0.01
4094,2012-05-30 00:51:00,5.0,0.01
4162,2012-06-01 23:25:00,10.0,0.01
4163,2012-06-01 23:51:00,5.0,0.23
4165,2012-06-02 00:11:00,8.0,0.05
4166,2012-06-02 00:31:00,7.0,0.1
4167,2012-06-02 00:46:00,7.0,0.18
4168,2012-06-02 00:51:00,7.0,0.22
4169,2012-06-02 01:00:00,8.0,0.03
4170,2012-06-02 01:09:00,9.0,0.09
4171,2012-06-02 01:16:00,8.0,0.11
4172,2012-06-02 01:51:00,5.0,0.13
4173,2012-06-02 02:51:00,6.0,0.02
4174,2012-06-02 03:47:00,0.0,0.03
4175,2012-06-02 03:51:00,0.0,0.04
4216,2012-06-03 17:51:00,5.0,0.01
4236,2012-06-04 09:33:00,8.0,0.07
4237,2012-06-04 09:41:00,6.0,0.1
4238,2012-06-04 09:48:00,3.0,0.13
4240,2012-06-04 10:02:00,8.0,0.01
4241,2012-06-04 10:20:00,9.0,0.02
4242,2012-06-04 10:28:00,11.0,0.02
4243,2012-06-04 10:51:00,8.0,0.03
4244,2012-06-04 11:14:00,6.0,0.01
4245,2012-06-04 11:47:00,8.0,0.02
4246,2012-06-04 11:51:00,8.0,0.02
4296,2012-06-06 19:51:00,0.0,0.01
4302,2012-06-07 01:51:00,0.0,0.01
4435,2012-06-12 11:51:00,8.0,0.03
4436,2012-06-12 12:51:00,6.0,0.02
4437,2012-06-12 13:14:00,3.0,0.03
4438,2012-06-12 13:51:00,8.0,0.11
4439,2012-06-12 15:31:00,5.0,0.06
4440,2012-06-12 15:49:00,3.0,0.08
4441,2012-06-12 16:34:00,5.0,0.04
4442,2012-06-12 16:42:00,5.0,0.04
4443,2012-06-12 16:46:00,6.0,0.04
4444,2012-06-12 18:09:00,6.0,0.01
4446,2012-06-12 20:00:00,8.0,0.03
4447,2012-06-12 20:13:00,0.0,0.09
4448,2012-06-12 20:37:00,3.0,0.16
4449,2012-06-12 20:51:00,3.0,0.19
4450,2012-06-12 21:51:00,5.0,0.16
4451,2012-06-12 21:59:00,0.0,0.06
4452,2012-06-12 22:29:00,3.0,0.17
4453,2012-06-12 22:51:00,3.0,0.19
4454,2012-06-12 23:32:00,3.0,0.04
4455,2012-06-12 23:51:00,5.0,0.05
4457,2012-06-13 00:00:00,5.0,0.01
4458,2012-06-13 00:16:00,3.0,0.09
4459,2012-06-13 00:38:00,6.0,0.16
4460,2012-06-13 00:51:00,0.0,0.2
4461,2012-06-13 01:04:00,5.0,0.02
4462,2012-06-13 01:19:00,3.0,0.04
4463,2012-06-13 01:28:00,5.0,0.04
4464,2012-06-13 01:51:00,3.0,0.07
4465,2012-06-13 02:09:00,3.0,0.01
4466,2012-06-13 02:22:00,7.0,0.04
4467,2012-06-13 02:27:00,6.0,0.04
4468,2012-06-13 02:38:00,6.0,0.05
4469,2012-06-13 02:51:00,5.0,0.05
4480,2012-06-13 11:19:00,14.0,0.01
4481,2012-06-13 11:38:00,13.0,0.02
4482,2012-06-13 11:49:00,13.0,0.02
4483,2012-06-13 11:51:00,14.0,0.02
4714,2012-06-22 13:41:00,8.0,0.01
4715,2012-06-22 13:51:00,7.0,0.05
4720,2012-06-22 17:36:00,0.0,0.2
4721,2012-06-22 17:51:00,5.0,0.28
4729,2012-06-22 21:51:00,0.0,0.01
4730,2012-06-22 22:51:00,0.0,0.01
4779,2012-06-24 22:51:00,3.0,0.06
4782,2012-06-25 00:51:00,3.0,0.01
4786,2012-06-25 06:51:00,7.0,0.01
4787,2012-06-25 07:46:00,5.0,0.03
4788,2012-06-25 07:51:00,5.0,0.03
4789,2012-06-25 08:00:00,0.0,0.01
4790,2012-06-25 08:51:00,0.0,0.01
4801,2012-06-25 15:33:00,3.0,0.01
4802,2012-06-25 15:46:00,3.0,0.07
4803,2012-06-25 15:51:00,0.0,0.07
4805,2012-06-25 17:51:00,7.0,0.02
4886,2012-06-29 04:25:00,0.0,0.2
4887,2012-06-29 04:33:00,0.0,0.21
4888,2012-06-29 04:51:00,3.0,0.21
5010,2012-07-04 05:51:00,0.0,0.04
5011,2012-07-04 06:51:00,0.0,0.02
5099,2012-07-07 22:51:00,6.0,0.08
5100,2012-07-07 23:00:00,3.0,0.17
5101,2012-07-07 23:10:00,0.0,0.23
5102,2012-07-07 23:14:00,0.0,0.23
5103,2012-07-07 23:30:00,6.0,0.26
5104,2012-07-07 23:41:00,0.0,0.42
5105,2012-07-07 23:48:00,3.0,0.42
5106,2012-07-07 23:51:00,0.0,0.42
5109,2012-07-08 00:42:00,3.0,0.02
5110,2012-07-08 00:51:00,5.0,0.09
5301,2012-07-15 20:26:00,13.0,0.02
5302,2012-07-15 20:38:00,5.0,0.18
5303,2012-07-15 20:46:00,7.0,0.19
5304,2012-07-15 20:51:00,9.0,0.2
5305,2012-07-15 21:51:00,0.0,0.05
5307,2012-07-15 23:51:00,5.0,0.01
5366,2012-07-18 15:22:00,5.0,0.72
5367,2012-07-18 15:37:00,5.0,0.89
5368,2012-07-18 15:51:00,10.0,1.19
5369,2012-07-18 16:01:00,10.0,0.03
5370,2012-07-18 16:03:00,11.0,0.09
5371,2012-07-18 16:12:00,6.0,0.29
5372,2012-07-18 16:27:00,0.0,0.39
5373,2012-07-18 16:51:00,0.0,0.43
5374,2012-07-18 17:00:00,5.0,0.01
5375,2012-07-18 17:08:00,0.0,0.02
5376,2012-07-18 17:37:00,6.0,0.07
5377,2012-07-18 17:47:00,5.0,0.07
5378,2012-07-18 17:51:00,5.0,0.07
5410,2012-07-19 12:51:00,5.0,0.01
5411,2012-07-19 13:51:00,0.0,0.01
5426,2012-07-20 03:47:00,7.0,0.03
5427,2012-07-20 03:51:00,5.0,0.04
5428,2012-07-20 04:42:00,7.0,0.08
5433,2012-07-20 08:30:00,7.0,0.01
5434,2012-07-20 08:37:00,9.0,0.03
5435,2012-07-20 08:46:00,9.0,0.04
5436,2012-07-20 08:51:00,9.0,0.05
5437,2012-07-20 09:07:00,10.0,0.03
5438,2012-07-20 09:18:00,7.0,0.03
5439,2012-07-20 09:29:00,11.0,0.05
5440,2012-07-20 09:39:00,11.0,0.06
5441,2012-07-20 09:51:00,9.0,0.06
5448,2012-07-20 13:10:00,13.0,0.01
5449,2012-07-20 13:17:00,13.0,0.05
5450,2012-07-20 13:28:00,13.0,0.12
5451,2012-07-20 13:44:00,13.0,0.22
5452,2012-07-20 13:51:00,9.0,0.24
5453,2012-07-20 14:00:00,7.0,0.02
5454,2012-07-20 14:05:00,7.0,0.03
5455,2012-07-20 14:40:00,8.0,0.05
5456,2012-07-20 14:51:00,7.0,0.06
5464,2012-07-20 18:36:00,8.0,0.01
5465,2012-07-20 18:51:00,8.0,0.01
5469,2012-07-20 21:23:00,3.0,0.01
5470,2012-07-20 21:51:00,3.0,0.01
5538,2012-07-23 14:51:00,3.0,0.01
5539,2012-07-23 15:51:00,3.0,0.01
5543,2012-07-23 19:51:00,5.0,0.02
5544,2012-07-23 20:38:00,3.0,0.07
5545,2012-07-23 20:51:00,7.0,0.09
5546,2012-07-23 21:00:00,7.0,0.01
5547,2012-07-23 21:06:00,8.0,0.01
5548,2012-07-23 21:14:00,5.0,0.02
5549,2012-07-23 21:51:00,8.0,0.02
5603,2012-07-26 08:40:00,3.0,0.03
5604,2012-07-26 08:48:00,6.0,0.1
5605,2012-07-26 08:51:00,5.0,0.13
5607,2012-07-26 09:05:00,7.0,0.01
5608,2012-07-26 09:26:00,7.0,0.02
5609,2012-07-26 09:51:00,7.0,0.04
5618,2012-07-26 18:51:00,11.0,0.01
5619,2012-07-26 19:00:00,11.0,0.07
5620,2012-07-26 19:05:00,5.0,0.28
5621,2012-07-26 19:17:00,3.0,0.34
5622,2012-07-26 19:51:00,0.0,0.34
5623,2012-07-26 20:51:00,6.0,0.08
5671,2012-07-28 13:07:00,5.0,0.01
5672,2012-07-28 13:51:00,0.0,0.01
5675,2012-07-28 15:42:00,9.0,0.01
5676,2012-07-28 15:51:00,7.0,0.06
5677,2012-07-28 15:53:00,7.0,0.01
5678,2012-07-28 15:58:00,7.0,0.07
5679,2012-07-28 16:06:00,9.0,0.11
5680,2012-07-28 16:11:00,7.0,0.11
5681,2012-07-28 16:26:00,6.0,0.11
5682,2012-07-28 16:51:00,0.0,0.11
5720,2012-07-29 15:51:00,3.0,0.01
5789,2012-07-31 19:51:00,0.0,0.0
5790,2012-07-31 20:51:00,0.0,0.0
5791,2012-07-31 21:51:00,3.0,0.0
5793,2012-07-31 22:51:00,6.0,0.0
5795,2012-07-31 23:51:00,3.0,0.0
5800,2012-08-01 00:51:00,5.0,0.0
5804,2012-08-01 01:51:00,0.0,0.0
5806,2012-08-01 02:51:00,3.0,0.0
5807,2012-08-01 03:51:00,5.0,0.0
5810,2012-08-01 04:51:00,0.0,0.0
5812,2012-08-01 05:51:00,5.0,0.05
5814,2012-08-01 06:03:00,0.0,0.21
5815,2012-08-01 06:31:00,0.0,0.55
5817,2012-08-01 06:51:00,0.0,0.5
5822,2012-08-01 07:51:00,0.0,0.0
5824,2012-08-01 08:51:00,6.0,0.0
5825,2012-08-01 09:51:00,5.0,0.0
5826,2012-08-01 10:51:00,5.0,0.0
5829,2012-08-01 11:51:00,5.0,0.0
5831,2012-08-01 13:36:00,0.0,0.05
5832,2012-08-01 13:46:00,0.0,0.06
5833,2012-08-01 13:51:00,0.0,0.07
5834,2012-08-01 14:21:00,0.0,0.01
5835,2012-08-01 14:35:00,0.0,0.01
5836,2012-08-01 14:51:00,0.0,0.01
5837,2012-08-01 15:51:00,3.0,0.0
5839,2012-08-01 16:51:00,0.0,0.01
5841,2012-08-01 17:51:00,0.0,0.0
5844,2012-08-01 18:51:00,0.0,0.0
5845,2012-08-01 19:51:00,0.0,0.0
5846,2012-08-01 20:51:00,0.0,0.0
5847,2012-08-01 21:51:00,5.0,0.0
5848,2012-08-01 22:51:00,3.0,0.0
5849,2012-08-01 23:51:00,0.0,0.0
5851,2012-08-02 00:51:00,0.0,0.0
5852,2012-08-02 01:51:00,0.0,0.0
5853,2012-08-02 02:51:00,3.0,0.0
5854,2012-08-02 03:51:00,0.0,0.0
5855,2012-08-02 04:51:00,5.0,0.0
5856,2012-08-02 05:51:00,0.0,0.0
5857,2012-08-02 06:51:00,3.0,0.0
5858,2012-08-02 07:51:00,6.0,0.0
5859,2012-08-02 08:51:00,3.0,0.0
5860,2012-08-02 09:51:00,3.0,0.0
5861,2012-08-02 10:51:00,6.0,0.0
5862,2012-08-02 11:51:00,0.0,0.0
5864,2012-08-02 13:51:00,5.0,0.0
5865,2012-08-02 14:51:00,3.0,0.0
5866,2012-08-02 15:51:00,0.0,0.0
5867,2012-08-02 16:51:00,0.0,0.0
5868,2012-08-02 17:51:00,0.0,0.0
5870,2012-08-02 18:51:00,3.0,0.0
5871,2012-08-02 19:51:00,3.0,0.0
5872,2012-08-02 20:51:00,5.0,0.0
5873,2012-08-02 21:51:00,3.0,0.0
5874,2012-08-02 22:51:00,5.0,0.0
5875,2012-08-02 23:51:00,5.0,0.0
5877,2012-08-03 00:51:00,3.0,0.0
5878,2012-08-03 01:51:00,3.0,0.0
5879,2012-08-03 02:51:00,3.0,0.0
5880,2012-08-03 03:51:00,3.0,0.0
5881,2012-08-03 04:51:00,6.0,0.0
5882,2012-08-03 05:51:00,0.0,0.0
5883,2012-08-03 06:51:00,0.0,0.0
5884,2012-08-03 07:51:00,3.0,0.0
5885,2012-08-03 08:51:00,5.0,0.0
5886,2012-08-03 09:51:00,0.0,0.0
5887,2012-08-03 10:51:00,6.0,0.0
5888,2012-08-03 11:51:00,3.0,0.0
5889,2012-08-03 12:51:00,6.0,0.0
5890,2012-08-03 13:51:00,0.0,0.0
5891,2012-08-03 14:51:00,6.0,0.0
5892,2012-08-03 15:51:00,0.0,0.0
5893,2012-08-03 16:51:00,5.0,0.0
5895,2012-08-03 17:51:00,7.0,0.0
5896,2012-08-03 18:51:00,3.0,0.0
5897,2012-08-03 19:51:00,5.0,0.0
5898,2012-08-03 20:51:00,5.0,0.0
5899,2012-08-03 21:51:00,5.0,0.0
5900,2012-08-03 22:51:00,3.0,0.0
5901,2012-08-03 23:51:00,5.0,0.0
5903,2012-08-04 00:51:00,3.0,0.0
5904,2012-08-04 01:51:00,0.0,0.0
5905,2012-08-04 02:51:00,0.0,0.0
5906,2012-08-04 03:51:00,3.0,0.0
5907,2012-08-04 04:51:00,0.0,0.0
5908,2012-08-04 05:51:00,0.0,0.0
5909,2012-08-04 06:51:00,0.0,0.0
5910,2012-08-04 07:51:00,0.0,0.0
5912,2012-08-04 08:51:00,3.0,0.0
5914,2012-08-04 09:51:00,0.0,0.0
5915,2012-08-04 10:51:00,0.0,0.0
5916,2012-08-04 11:51:00,7.0,0.0
5917,2012-08-04 12:51:00,6.0,0.0
5918,2012-08-04 13:51:00,7.0,0.0
5919,2012-08-04 14:51:00,8.0,0.0
5920,2012-08-04 15:51:00,6.0,0.0
5921,2012-08-04 16:51:00,3.0,0.0
5925,2012-08-04 19:51:00,5.0,0.0
5929,2012-08-04 21:51:00,5.0,0.0
5930,2012-08-04 22:51:00,3.0,0.0
5934,2012-08-04 23:51:00,6.0,0.0
5936,2012-08-05 00:51:00,5.0,0.0
5938,2012-08-05 01:51:00,3.0,0.0
5939,2012-08-05 02:51:00,8.0,0.0
5942,2012-08-05 03:51:00,7.0,0.0
5943,2012-08-05 04:51:00,6.0,0.0
5944,2012-08-05 05:51:00,7.0,0.0
5946,2012-08-05 06:51:00,3.0,0.0
5948,2012-08-05 07:51:00,5.0,0.0
5950,2012-08-05 08:51:00,0.0,0.0
5953,2012-08-05 09:51:00,6.0,0.0
5954,2012-08-05 10:51:00,5.0,0.0
5956,2012-08-05 12:51:00,8.0,0.0
5957,2012-08-05 13:51:00,7.0,0.0
5958,2012-08-05 14:51:00,6.0,0.0
5959,2012-08-05 15:51:00,5.0,0.0
5960,2012-08-05 16:51:00,7.0,0.0
5961,2012-08-05 17:51:00,7.0,0.0
5962,2012-08-05 18:51:00,11.0,0.14
5964,2012-08-05 19:02:00,6.0,0.17
5966,2012-08-05 19:13:00,5.0,0.17
5967,2012-08-05 19:51:00,8.0,0.07
5969,2012-08-05 21:51:00,8.0,0.01
5970,2012-08-05 22:51:00,5.0,0.0
5972,2012-08-05 23:51:00,7.0,0.0
5976,2012-08-06 00:51:00,5.0,0.0
5979,2012-08-06 01:51:00,3.0,0.0
5981,2012-08-06 02:51:00,3.0,0.01
5983,2012-08-06 03:51:00,6.0,0.0
5985,2012-08-06 04:51:00,3.0,0.0
5986,2012-08-06 05:51:00,5.0,0.0
5987,2012-08-06 06:51:00,7.0,0.0
5989,2012-08-06 07:51:00,5.0,0.0
5990,2012-08-06 08:51:00,7.0,0.0
5991,2012-08-06 09:51:00,0.0,0.0
5992,2012-08-06 10:51:00,0.0,0.0
5994,2012-08-06 12:51:00,7.0,0.0
5995,2012-08-06 13:51:00,7.0,0.0
5996,2012-08-06 14:51:00,8.0,0.0
5997,2012-08-06 15:51:00,7.0,0.0
5999,2012-08-06 17:51:00,3.0,0.0
6000,2012-08-06 18:51:00,3.0,0.0
6001,2012-08-06 19:51:00,0.0,0.0
6002,2012-08-06 20:51:00,0.0,0.0
6003,2012-08-06 21:51:00,0.0,0.0
6004,2012-08-06 22:51:00,0.0,0.0
6005,2012-08-06 23:51:00,0.0,0.0
6007,2012-08-07 00:51:00,0.0,0.0
6008,2012-08-07 01:51:00,0.0,0.0
6009,2012-08-07 02:51:00,3.0,0.0
6010,2012-08-07 03:51:00,3.0,0.0
6011,2012-08-07 04:51:00,0.0,0.0
6012,2012-08-07 05:51:00,5.0,0.0
6014,2012-08-07 06:51:00,3.0,0.0
6015,2012-08-07 07:51:00,5.0,0.0
